Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate,PricePerShare
EQIX,Common Stock,Equinix Inc,"Equinix, Inc. is an American multinational company headquartered in Redwood City, California, that specializes in Internet connection and data centers.",1101239,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,"ONE LAGOON DRIVE, REDWOOD CITY, CA, US",https://www.equinix.com,December,2024-09-30,90955563000,3352907000,84.77,5.36,140.83,17.04,0.0181,11.12,88.61,0.126,0.157,0.0256,0.0827,8401491000,2971686000,11.12,0.058,0.189,1003,6,16,4,0,0,84.77,74.07,10.83,6.69,12.44,29.27,0.701,994.03,673.78,930.06,831.66,96488000,2024-12-11,2024-11-13,942.66
GEV,Common Stock,GE Vernova LLC,"GE Vernova LLC, an energy business company, generates electricity. ",1996810,NYSE,USD,USA,MANUFACTURING,ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP),"58 CHARLES STREET, CAMBRIDGE, MA, UNITED STATES",https://www.gevernova.com,December,2024-03-31,46010819000,755000000,None,None,None,None,None,None,122.87,-0.0075,-0.0017,0,0,33677001000,0,0,0,0.064,168.86,7,12,6,1,0,-,51.55,1.366,5.06,1.321,33.74,None,356.82,114.91,146.44,146.44,274086000,None,None,167.87
BN,Common Stock,Brookfield Corp,"Brookfield Corporation is an alternative asset manager and REIT/Real Estate Investment Manager firm focuses on real estate, renewable power, infrastructure and venture capital and private equity assets. The company is headquartered in Toronto, Canada with additional offices across Northern America; South America; Europe; Middle East and Asia.",1001085,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,OPERATORS OF NONRESIDENTIAL BUILDINGS,"BROOKFIELD PLACE, 181 BAY ST, STE 300, PO BOX 762, TORONTO, ON, CA",https://bn.brookfield.com,December,2024-09-30,86280258000,27299000000,124.33,None,27.36,0,0.0055,0.46,63.77,0.011,0.197,0.0231,0.0211,97664999000,24554000000,0.46,-0.975,-0.008,63.71,4,2,2,1,0,124.33,11.72,0.883,2.036,3.505,9.94,1.753,62.35,37.51,57.27,48.1,1508380000,2024-12-31,2024-12-16,57.20
ENB,Common Stock,Enbridge Inc,"Enbridge Inc. is an energy infrastructure company. The company is headquartered in Calgary, Canada.",895728,NYSE,USD,USA,ENERGY & TRANSPORTATION,PIPE LINES (NO NATURAL GAS),"200 425 - 1ST STREET SW, CALGARY, AB, CA",https://www.enbridge.com,December,2024-09-30,91129119000,14582000000,20.4,1.764,27.07,3.625,0.0642,2.05,22.67,0.137,0.152,0.0313,0.0959,48554000000,20720000000,2.05,1.271,0.512,41.95,3,6,12,1,0,20.4,16.75,1.877,2.217,4.769,12.81,0.91,44.13,31.25,42.04,38.52,2177960000,2025-03-01,2025-02-14,41.84
INFY,Common Stock,Infosys Ltd ADR,"Infosys Limited offers next generation digital consulting, technology, outsourcing and services in North America, Europe, India and internationally. The company is headquartered in Bengaluru, India.",1067491,NYSE,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,"ELECTRONICS CITY HOSUR RD, BANGALORE KARNATAKA INDIA, BANGALORE, IN",https://www.infosys.com,March,2024-09-30,93112836000,4338000000,29.19,3.007,2.605,0.49,0.0221,0.77,2.275,0.172,0.22,0.152,0.314,18836001000,5387000000,0.77,0.042,0.037,23.42,3,4,6,1,1,29.19,25.84,4.943,8.63,4.747,20.02,0.626,23.63,15.54,22.28,20.43,4142030000,2024-11-12,2024-10-29,22.48
PBR,Common Stock,Petroleo Brasileiro Petrobras SA ADR,"Petrleo Brasileiro SA - Petrobras produces and sells oil and gas in Brazil and internationally. The company is headquartered in Rio de Janeiro, Brazil.",1119639,NYSE,USD,USA,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,"AVENIDA REPUBLICA DO CHILE 65, RIO DE JANERIO RJ BR, BR",https://petrobras.com.br,December,2024-09-30,78901273000,223582994000,4.926,2.433,30.54,6.08,0.225,2.56,78.0,0.168,0.396,0.109,0.218,503819010000,334100000000,2.56,0.237,0.038,16.74,4,5,6,0,0,4.926,3.893,0.157,1.125,1.259,3.084,0.914,15.32,11.66,13.8,14.76,3721120000,2025-03-27,2024-12-27,21.20
ICE,Common Stock,Intercontinental Exchange Inc,"The Intercontinental Exchange (ICE) is an American Fortune 500 company formed in 2000 that operates global exchanges, clearing houses and provides mortgage technology, data and listing services. The company owns exchanges for financial and commodity markets, and operates regulated exchanges and marketplaces.",1571949,NYSE,USD,USA,FINANCE,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES","5660 NEW NORTHSIDE DRIVE,, THIRD FLOOR, ATLANTA, GA, US",https://www.ice.com,December,2024-09-30,86310298000,5558000000,35.71,2.377,47.44,1.77,0.012,4.21,15.98,0.265,0.477,0.0198,0.0941,9157000000,7292000000,4.21,0.188,0.173,183.5,7,7,4,0,0,35.71,22.37,9.43,3.169,9.39,18.74,1.092,167.5,122.84,157.79,148.35,574177000,2024-12-31,2024-12-16,150.32
MCO,Common Stock,Moodys Corporation,"Moody's Corporation, often referred to as Moody's, is an American business and financial services company. It is the holding company for Moody's Investors Service (MIS), an American credit rating agency, and Moody's Analytics (MA), an American provider of financial analysis software and services.",1059556,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES","7 WORLD TRADE CENTER, AT 250 GREENWICH STREET, NEW YORK, NY, US",https://www.moodys.com,December,2024-09-30,86403695000,3314000000,43.66,2.462,21.55,3.32,0.0071,10.92,37.83,0.29,0.42,0.121,0.54,6896000000,3855000000,10.92,0.389,0.232,503.31,3,8,9,0,2,43.66,35.59,12.53,22.13,13.21,26.96,1.289,503.95,358.01,478.51,442.98,181231000,2024-12-13,2024-11-22,476.76
WM,Common Stock,Waste Management Inc,"Waste Management, Inc. is an American waste management, comprehensive waste, and environmental services company in North America. Founded in 1968, the company is headquartered 800 Capitol in Houston, Texas.",823768,NYSE,USD,USA,ENERGY & TRANSPORTATION,REFUSE SYSTEMS,"1001 FANNIN STREET, HOUSTON, TX, US",https://www.wm.com,December,2024-09-30,81886700000,6381000000,31.15,2.177,19.88,2.95,0.0147,6.55,53.24,0.123,0.201,0.0795,0.35,21387000000,7404000000,6.55,0.153,0.079,231.85,2,9,11,0,1,31.15,25.38,3.829,10.26,4.579,16.14,0.747,229.62,174.18,216.4,210.61,401366000,2024-12-20,2024-12-06,204.02
PH,Common Stock,Parker-Hannifin Corporation,"Parker-Hannifin Corporation, originally Parker Appliance Company, usually referred to as just Parker, is an American corporation specializing in motion and control technologies. Its corporate headquarters are in Mayfield Heights, Ohio, in Greater Cleveland.",76334,NYSE,USD,USA,MANUFACTURING,MISCELLANEOUS FABRICATED METAL PRODUCTS,"6035 PARKLAND BOULEVARD, CLEVELAND, OH, US",https://www.phstock.com,June,2024-09-30,82871222000,4962157000,28.99,2.71,100.15,6.22,0.0101,22.21,155.47,0.145,0.201,0.0855,0.246,19986102000,6568302000,22.21,0.07,0.012,741.4,4,13,4,1,0,28.99,23.87,4.146,6.43,4.638,18.35,1.432,712.42,444.49,670.32,586.37,128720000,2024-12-06,2024-11-08,643.81
CTAS,Common Stock,Cintas Corporation,"Cintas Corporation is an American corporation headquartered in Cincinnati, Ohio, which provides a range of products and services to businesses including uniforms, mats, mops, cleaning and restroom supplies, first aid and safety products, fire extinguishers and testing, and safety courses.",723254,NASDAQ,USD,USA,MANUFACTURING,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS","6800 CINTAS BLVD, P O BOX 625737, CINCINNATI, OH, US",https://www.cintas.com,May,2024-11-30,73989063000,2450384000,44.29,3.795,10.66,0,0.0076,4.14,24.05,0.168,0.224,0.15,0.405,9755872000,3632246000,4.14,0.183,0.068,195.79,4,4,9,3,0,44.29,43.48,7.58,17.23,7.72,28.42,1.313,228.12,142.49,212.01,189.82,403496000,2024-12-13,2024-11-15,183.37
KLAC,Common Stock,KLA-Tencor Corporation,"KLA Corporation is a capital equipment company based in Milpitas, California. It supplies process control and yield management systems for the semiconductor industry and other related nanoelectronics industries. The company's products and services are intended for all phases of wafer, reticle, integrated circuit (IC) and packaging production, from research and development to final volume manufacturing.",319201,NASDAQ,USD,USA,LIFE SCIENCES,OPTICAL INSTRUMENTS & LENSES,"ONE TECHNOLOGY DRIVE, MILPITAS, CA, US",https://www.kla.com,June,2024-09-30,86249783000,4249193000,29.5,1.473,26.6,5.8,0.0105,21.86,76.1,0.289,0.394,0.162,0.906,10256833000,5619442000,21.86,0.296,0.185,789.8,5,12,12,0,0,29.5,21.28,8.41,24.23,8.62,21.41,1.29,892.21,537.63,654.09,731.98,133760000,2024-12-03,2024-11-18,644.81
DUK,Common Stock,Duke Energy Corporation,"Duke Energy Corporation is an American electric power and natural gas holding company headquartered in Charlotte, North Carolina.",1326160,NYSE,USD,USA,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,"550 SOUTH TRYON STREET, DEC45A, CHARLOTTE, NC, US",https://www.duke-energy.com,December,2024-09-30,83690693000,14106000000,19.45,2.555,62.38,4.12,0.0386,5.57,38.55,0.145,0.262,0.0266,0.0884,29750999000,13112000000,5.57,0.01,0.02,123.89,3,7,10,0,0,19.45,17.15,2.813,1.738,5.6,11.47,0.457,120.11,86.76,113.21,107.53,772482000,2024-12-16,2024-11-15,108.34
DELL,Common Stock,Dell Technologies Inc,"Dell Technologies Inc. designs, develops, manufactures, markets, sells and supports information technology solutions, products and services worldwide. The company is headquartered in Round Rock, Texas.",1571996,NYSE,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,"ONE DELL WAY, ROUND ROCK, TX, US",https://www.dell.com,January,2024-10-31,82184856000,8726000000,20.73,0.613,-3.41,0,0.0126,5.66,129.08,0.0433,0.0667,0.0438,0.443,91838996000,22686000000,5.66,0.857,0.091,151.51,7,14,3,0,1,20.73,12.63,0.895,4.39,1.085,11.52,0.954,178.44,73.19,126.84,124.6,357337000,2025-01-31,2024-10-22,229.99
RELX,Common Stock,Relx PLC ADR,"RELX PLC provides information-based decision-making and analysis tools for professional and commercial clients in North America, Europe, and internationally. The company is headquartered in London, the United Kingdom.",929869,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","1-3 STRAND, LONDON WC2N 5JR, GB",https://www.relx.com,December,2024-06-30,84593746000,3004000000,36.46,2.661,1.724,0.6,0.0168,1.25,1.221,0.203,0.303,0.117,0.591,9303000000,5508000000,1.25,0.132,0.032,50.12,0,1,1,0,0,36.46,27.17,9.09,21.0,7.98,21.44,0.478,48.91,37.78,46.85,45.42,1855940000,2024-09-10,2024-08-02,45.58
APH,Common Stock,Amphenol Corporation,"Amphenol Corporation is a major producer of electronic and fiber optic connectors, cable and interconnect systems such as coaxial cables. Amphenol is a portmanteau from the corporation's original name, American Phenolic Corp.",820313,NYSE,USD,USA,MANUFACTURING,ELECTRONIC CONNECTORS,"358 HALL AVE, WALLINGFORD, CT, US",https://www.amphenol.com,December,2024-09-30,85284848000,3586300000,40.42,2.169,7.84,0.495,0.0093,1.75,11.85,0.154,0.219,0.108,0.253,14232400000,4028200000,1.75,0.171,0.262,77.09,3,8,8,0,0,40.42,30.86,5.99,9.02,6.27,25.51,1.238,75.61,46.55,71.37,65.42,1205610000,2025-01-08,2024-12-17,70.74
MDLZ,Common Stock,Mondelez International Inc,"Mondelez International, Inc. is an American multinational confectionery, food, holding and beverage and snack food company based in Chicago, Illinois.",1103982,NASDAQ,USD,USA,MANUFACTURING,FOOD AND KINDRED PRODUCTS,"905 WEST FULTON MARKET, SUITE 200, CHICAGO, IL, US",https://www.mondelezinternational.com,December,2024-09-30,80512213000,7414000000,21.35,4.757,20.83,1.745,0.0312,2.82,26.83,0.106,0.112,0.0536,0.136,36151001000,11356000000,2.82,-0.125,0.019,78.4,7,17,2,0,0,21.35,17.61,2.227,2.89,2.75,13.06,0.561,75.76,58.9,65.13,68.58,1337190000,2025-01-14,2024-12-31,60.21
ABNB,Common Stock,Airbnb Inc,"Airbnb, Inc. is an American company that operates an online marketplace for lodging, primarily homestays for vacation rentals, and tourism activities, based in San Francisco, California.",1559720,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-TO DWELLINGS & OTHER BUILDINGS,"888 BRANNAN ST., SAN FRANCISCO, CA, US",https://www.airbnb.com,December,2024-09-30,83335209000,1673000000,46.31,19.5,13.3,None,None,2.88,17.06,0.17,0.409,0.0466,0.209,10840001000,6900000000,2.88,-0.678,0.099,137.56,2,9,27,5,3,46.31,29.07,7.69,9.82,6.86,31.59,1.156,170.1,110.38,135.64,140.51,432877000,None,None,192.51
SNPS,Common Stock,Synopsys Inc,"Synopsys is an American electronic design automation company that focuses on silicon design and verification, silicon intellectual property and software security and quality. Products include logic synthesis, behavioral synthesis, place and route, static timing analysis, formal verification, hardware description language (SystemC, SystemVerilog/Verilog, VHDL) simulators, and transistor-level circuit simulation.",883241,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"690 E MIDDLEFIELD RD, MOUNTAIN VIEW, CA, US",https://www.synopsys.com,October,2024-10-31,75883889000,1652390000,53.19,10.4,50.19,None,None,9.23,42.47,0.231,0.236,0.0862,0.218,6483438000,4084781000,9.23,0.204,0.127,637.78,4,14,2,0,1,53.19,33.33,11.7,8.44,11.84,39.32,1.076,629.38,457.51,526.32,544.01,154578000,None,None,490.91
PYPL,Common Stock,PayPal Holdings Inc,"PayPal Holdings, Inc. is an American company operating an online payments system in the majority of countries that support online money transfers, and serves as an electronic alternative to traditional paper methods like checks and money orders. The company operates as a payment processor for online vendors, auction sites, and many other commercial users, for which it charges a fee.",1633917,NASDAQ,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","2211 NORTH FIRST STREET, SAN JOSE, CA, US",https://www.paypal.com,December,2024-09-30,87080624000,6121000000,20.78,1.447,20.05,None,None,4.18,29.97,0.141,0.182,0.0434,0.222,31456999000,11653000000,4.18,0.065,0.058,93.69,8,16,22,0,0,20.78,17.67,2.768,4.316,2.707,11.94,1.436,93.66,55.77,85.1,71.07,1002540000,None,None,86.86
CRWD,Common Stock,Crowdstrike Holdings Inc,"CrowdStrike Holdings, Inc. provides cloud solutions for endpoint and cloud workload protection in the United States, Australia, Germany, India, Israel, Romania, and the United Kingdom. The company is headquartered in Sunnyvale, California.",1535527,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"150 MATHILDA PLACE, SUITE 300, SUNNYVALE, CA, US",https://www.crowdstrike.com,January,2024-10-31,87437943000,187490000,709.98,1.599,9.53,None,None,0.5,14.55,0.0484,0.0142,0.0053,0.0733,3516257000,1640005000,0.5,5.33,0.317,376.13,13,28,9,2,1,709.98,81.97,24.87,28.59,22.45,212.85,1.102,398.33,200.81,340.51,316.45,246311000,None,None,354.99
CDNS,Common Stock,Cadence Design Systems Inc,"Cadence Design Systems, Inc., headquartered in San Jose, California, is an American multinational computational software company. The company produces software, hardware and silicon structures for designing integrated circuits, systems on chips (SoCs) and printed circuit boards.",813672,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"2655 SEELY AVENUE BLDG 5, SAN JOSE, CA, US",https://www.cadence.com,December,2024-09-30,83658449000,1450493000,80.06,3.227,16.64,None,None,3.81,16.1,0.239,0.309,0.109,0.271,4353906000,3190095000,3.81,-0.065,0.188,319.72,4,12,3,1,0,80.06,44.44,19.21,18.33,19.22,53.68,1.02,328.99,241.29,294.95,288.92,274263000,None,None,305.03
CME,Common Stock,CME Group Inc,"CME Group Inc. (Chicago Mercantile Exchange, Chicago Board of Trade, New York Mercantile Exchange, The Commodity Exchange) is an American global markets company. It is the world's largest financial derivatives exchange, and trades in asset classes that include agricultural products, currencies, energy, interest rates, metals, stock indexes and cryptocurrencies futures.",1156375,NASDAQ,USD,USA,FINANCE,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES","20 S. WACKER DR., CHICAGO, IL, US",https://www.cmegroup.com,December,2024-09-30,84144521000,4209900000,24.58,8.11,78.47,4.55,0.0445,9.5,16.8,0.574,0.647,0.0184,0.123,6034400000,5008800000,9.5,0.214,0.185,242.38,1,5,9,0,3,24.58,22.32,13.94,2.982,14.09,17.2,0.559,241.81,184.22,231.44,214.44,360359000,2025-01-16,2024-12-27,233.50
MRVL,Common Stock,Marvell Technology Group Ltd,"Marvell Technology, Inc. designs, develops, and sells analog, mixed-signal, digital signal processing, and integrated and independent integrated circuits. The company is headquartered in Wilmington, Delaware.",1835632,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"1000 N. WEST STREET, SUITE 1200, WILMINGTON, DE, US",https://www.marvell.com,January,2024-10-31,98315387000,996500000,None,1.524,17.14,0,0.0025,-1.7,6.11,-0.183,-0.0757,-0.0117,-0.0653,5278900000,3026200000,-1.7,-0.702,-0.051,120.91,9,24,3,0,0,-,42.02,18.62,7.35,18.93,250.53,1.436,126.15,53.15,96.53,76.48,865300000,2025-01-30,2024-10-11,113.62
PNC,Common Stock,PNC Financial Services Group Inc,"PNC Financial Services Group, Inc. (stylized as PNC) is a bank holding company and financial services corporation based in Pittsburgh, Pennsylvania. Its banking subsidiary, PNC Bank, operates in 21 states and the District of Columbia with 2,296 branches and 9,051 ATMs. The company also provides financial services such as asset management, wealth management, estate planning, loan servicing, and information processing.",713676,NYSE,USD,USA,FINANCE,NATIONAL COMMERCIAL BANKS,"THE TOWER AT PNC PLAZA, 300 FIFTH AVENUE, PITTSBURGH, PA, US",https://www.pnc.com,December,2024-09-30,76690219000,None,16.34,1.907,124.56,6.25,0.0331,11.83,51.18,0.251,0.359,0.0093,0.099,20484000000,20643000000,11.83,-0.031,0.017,217.13,4,9,7,1,2,16.34,12.97,3.744,1.377,7.02,-,1.121,216.26,135.83,199.75,174.4,396783000,2024-11-05,2024-10-16,193.28
BTI,Common Stock,British American Tobacco p.l.c.,"British American Tobacco plc offers tobacco and nicotine products to consumers around the world. The company is headquartered in London, the United Kingdom.",1303523,NYSE,USD,USA,MANUFACTURING,CIGARETTES,"GLOBE HOUSE, 4 TEMPLE PLACE, LONDON, GB",https://www.bat.com,December,2024-06-30,78259421000,12739000000,None,3.149,23.58,2.332,0.0848,-7.93,2.352,-0.528,0.345,0.0516,-0.215,26182001000,22851000000,-7.93,0.138,-0.082,36.56,1,0,2,1,0,-,7.79,3.056,1.179,3.716,10.08,0.286,37.98,26.5,36.26,32.82,2206190000,2025-02-06,2024-12-19,35.47
WELL,Common Stock,Welltower Inc,Welltower Inc. is a real estate investment trust that invests in healthcare infrastructure.,766704,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,"4500 DORR STREET, TOLEDO, OH, US",https://www.welltower.com,December,2024-09-30,77836247000,2930662000,79.11,2.118,49.05,2.56,0.0214,1.58,12.94,0.121,0.174,0.0185,0.0342,7555548000,2304610000,1.58,2.004,0.288,144.11,5,7,6,0,1,79.11,67.57,10.3,2.566,12.3,33.94,1.194,140.75,83.43,132.69,114.04,622690000,2024-11-21,2024-11-13,125.00
MSI,Common Stock,Motorola Solutions Inc,"Motorola Solutions, Inc., is an American data communications and telecommunications equipment provider that succeeded Motorola, Inc., following the spinoff of the mobile phone division into Motorola Mobility in 2011. The company is headquartered in Chicago, Illinois.",68505,NYSE,USD,USA,MANUFACTURING,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,"500 W. MONROE ST., CHICAGO, IL, US",https://www.motorolasolutions.com,December,2024-09-30,78100652000,3152000000,51.3,2.281,7.95,3.92,0.0093,9.11,63.95,0.147,0.271,0.134,1.825,10655000000,4394000000,9.11,0.219,0.092,503.12,4,7,2,0,1,51.3,31.75,7.33,58.9,7.81,33.16,0.979,506.64,304.25,478.27,413.38,167121000,2025-01-15,2024-12-13,467.33
HCA,Common Stock,HCA Holdings Inc,"HCA Healthcare is an American for-profit operator of health care facilities that was founded in 1968. It is based in Nashville, Tennessee, and, as of May 2020, owns and operates 186 hospitals and approximately 2,000 sites of care, including surgery centers, freestanding emergency rooms, urgent care centers and physician clinics in 21 states and the United Kingdom.",860730,NYSE,USD,USA,LIFE SCIENCES,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC","ONE PARK PLZ, NASHVILLE, TN, US",https://www.hcahealthcare.com,December,2024-09-30,76627403000,13747000000,13.58,0.976,-8.57,2.58,0.0087,22.27,265.37,0.0852,0.138,0.115,0.119,69620998000,23177000000,22.27,0.248,0.079,398.84,3,15,5,1,1,13.58,12.27,1.101,293.44,1.704,8.47,1.689,416.26,266.72,340.74,346.41,253297000,2024-12-27,2024-12-13,302.52
CMG,Common Stock,Chipotle Mexican Grill Inc,"Chipotle Mexican Grill, Inc., often known simply as Chipotle, is an American chain of fast casual restaurants in the United States, United Kingdom, Canada, Germany, and France, specializing in tacos and Mission burritos that are made to order in front of the customer.",1058090,NYSE,USD,USA,TRADE & SERVICES,RETAIL-EATING PLACES,"610 NEWPORT CENTER DR, SUITE 1300, NEWPORT BEACH, CA, US",https://www.chipotle.com,December,2024-09-30,82818212000,2233639000,56.28,2.105,2.65,None,None,1.08,8.01,0.135,0.175,0.14,0.457,10984863000,3374024000,1.08,0.231,0.13,65.64,3,21,10,1,0,56.28,45.66,7.54,22.92,7.82,37.75,1.266,69.26,44.08,60.81,59.11,1362590000,None,None,60.78
USB,Common Stock,U.S. Bancorp,"U.S. Bancorp is an American bank holding company based in Minneapolis, Minnesota, and incorporated in Delaware. The company provides banking, investment, mortgage, trust, and payment services products to individuals, businesses, governmental entities, and other financial institutions.",36104,NYSE,USD,USA,FINANCE,NATIONAL COMMERCIAL BANKS,"U.S. BANCORP, 800 NICOLLET MALL, MINNEAPOLIS, MN, US",https://www.usbank.com,December,2024-09-30,75645854000,None,14.92,1.186,33.35,1.97,0.0412,3.25,15.96,0.22,0.353,0.0082,0.0978,24896999000,22142000000,3.25,0.127,-0.032,56.85,4,7,13,0,0,14.92,11.26,3.038,1.453,5.94,-,1.04,53.98,36.93,50.13,44.52,1560030000,2025-01-15,2024-12-31,48.49
ITW,Common Stock,Illinois Tool Works Inc,"Illinois Tool Works Inc. or ITW is an American company that produces engineered fasteners and components, equipment and consumable systems, and specialty products.",49826,NYSE,USD,USA,TECHNOLOGY,GENERAL INDUSTRIAL MACHINERY & EQUIPMENT,"155 HARLEM AVENUE, GLENVIEW, IL, US",https://www.itw.com,December,2024-09-30,75759215000,4652000000,22.23,2.927,11.48,5.7,0.0234,11.54,53.48,0.217,0.268,0.17,1.08,15949000000,6503000000,11.54,0.533,-0.016,263.89,1,2,11,4,3,22.23,23.92,4.75,22.34,5.21,16.47,1.109,279.13,230.29,267.2,253.61,295300000,2025-01-10,2024-12-31,256.55
ZTS,Common Stock,Zoetis Inc,"Zoetis Inc. is an American drug company, the world's largest producer of medicine and vaccinations for pets and livestock.",1555280,NYSE,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"10 SYLVAN WAY, PARSIPPANY, NJ, US",https://www.zoetis.com,December,2024-09-30,74261758000,3764000000,30.94,2.56,11.59,1.671,0.0122,5.32,20.06,0.266,0.385,0.147,0.473,9152000000,5634000000,5.32,0.163,0.11,213.01,5,9,4,0,0,30.94,28.41,8.11,14.19,8.67,20.96,0.896,199.86,144.11,176.56,176.33,451165000,2025-03-04,2025-01-21,164.60
MAR,Common Stock,Marriott International Inc,"Marriott International, Inc. is an American multinational company that operates, franchises, and licenses lodging including hotel, residential, and timeshare properties. It is headquartered in Bethesda, Maryland.",1048286,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,HOTELS & MOTELS,"10400 FERNWOOD ROAD, BETHESDA, MD, US",https://www.marriott.com,December,2024-09-30,78827127000,4113000000,29.67,2.793,-8.69,2.3,0.0089,9.56,22.81,0.421,0.582,0.0915,0.145,6570000000,4282000000,9.56,-0.175,0.066,275.44,2,6,16,1,1,29.67,26.67,12.0,47.45,3.751,22.72,1.585,295.45,203.51,278.64,249.02,277893000,2024-12-31,2024-11-21,283.66
CL,Common Stock,Colgate-Palmolive Company,"Colgate-Palmolive Company is an American multinational consumer products company headquartered on Park Avenue in Midtown Manhattan, New York City. It specializes in the production, distribution and provision of household, health care, personal care and veterinary products.",21665,NYSE,USD,USA,LIFE SCIENCES,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS","300 PARK AVE, NEW YORK, NY, US",https://www.colgatepalmolive.com,December,2024-09-30,75009778000,4894000000,26.38,2.074,0.532,1.96,0.0218,3.48,24.49,0.143,0.21,0.163,0.488,20106000000,10248000000,3.48,0.049,0.024,104.73,6,7,8,1,1,26.38,23.87,3.731,172.44,4.089,17.95,0.415,108.76,77.68,94.38,96.19,817011000,2025-02-14,2025-01-21,91.81
RIO,Common Stock,Rio Tinto ADR,"Rio Tinto Group is dedicated to the exploration, extraction and processing of mineral resources worldwide. The company is headquartered in London, the United Kingdom.",863064,NYSE,USD,USA,ENERGY & TRANSPORTATION,METAL MINING,"6 ST JAMES'S SQUARE, LONDON, SW1Y 4AD, GB",https://www.riotinto.com,December,2024-06-30,95685894000,19645000000,8.95,0,34.05,4.349,0.0737,6.59,33.4,0.198,0.288,0.0923,0.197,54175998000,21299000000,6.59,0.133,0.005,82.2,1,5,0,0,0,8.95,8.23,1.766,1.735,1.845,4.489,0.617,72.15,58.34,63.04,65.31,1252920000,2024-09-26,2024-08-16,76.37
MCK,Common Stock,McKesson Corporation,"McKesson Corporation is an American company distributing pharmaceuticals and providing health information technology, medical supplies, and care management tools.",927653,NYSE,USD,USA,TRADE & SERVICES,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES","6555 STATE HIGHWAY 161, IRVING, TX, US",https://www.mckesson.com,March,2024-09-30,73198682000,4890000000,29.85,1.075,-23.77,2.57,0.0049,19.32,2531.14,0.0077,0.008,0.0392,0,330187014000,12358000000,19.32,-0.62,0.213,653.95,3,10,4,0,0,29.85,16.03,0.222,5.04,0.236,17.92,0.436,635.98,460.54,574.4,556.4,126940000,2025-01-02,2024-12-02,576.64
BP,Common Stock,BP PLC ADR,"BP plc participates in the energy business globally. The company is headquartered in London, the United Kingdom.",313807,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"1 ST JAMES'S SQUARE, LONDON, GB",https://www.bp.com,December,2024-09-30,76421382000,31693001000,28.96,13.74,3.972,0.305,0.0663,1,17.5,0.014,0.0784,0.0301,0.0392,193929003000,70171000000,1,-0.955,-0.113,37.56,4,5,7,0,0,28.96,7.2,0.394,1.179,0.563,3.77,0.506,38.74,27.82,29.58,34.03,2638860000,2024-12-20,2024-11-08,28.96
